,text,class
1430,liliana julieta,2
1431,cuenta,0
1432,yuridia del carmen,2
1433,tecpa,3
1434,jose emilio,1
1435,nancy esmeralda,2
1436,rosa alejandra,2
1437,un prestador,0
1438,miriam guadalupe,2
1439,jose lauro,1
1440,violeta,2
1441,erika yadira,2
1442,refinanciar,0
1443,dema,3
1444,yamilet,2
1445,pajon,3
1446,comprobar,0
1447,ana miriam,2
1448,adelina,2
1449,karina angelica,2
1450,javier hector,1
1451,mateo,1
1452,gloria minerva,2
1453,carlos guillermo,1
1454,david salomon,1
1455,ovalle,3
1456,isau,1
1457,adriana carmen,2
1458,leticia elizabeth,2
1459,choreno,3
1460,prestapal,0
1461,lesli,2
1462,norberta,2
1463,manzanilla,3
1464,salaya,3
1465,texon,3
1466,ruben arturo,1
1467,maria de los an,2
1468,los archivos,0
1469,lucia angelica,2
1470,gilberto manuel,1
1471,ambrosia,2
1472,carmen paulina,2
1473,lievana,3
1474,patricia araceli,2
1475,cortina,3
1476,martha candelaria,2
1477,claudia janet,2
1478,alayola,3
1479,blasquez,3
1480,alma yesenia,2
1481,ma santos,2
1482,donato,1
1483,ivonne edith,2
1484,celiz,3
1485,maria porfiria,2
1486,alberto jorge,1
1487,orizaga,3
1488,esparza,3
1489,luis,1
1490,arcega,3
1491,juan federico,1
1492,marisel,2
1493,sarricolea,3
1494,erasmo,1
1495,tomas,1
1496,olveda,3
1497,dice,0
1498,juan refugio,1
1499,hernando,3
1500,rocio,3
1501,fabiola karina,2
1502,sibaja,3
1503,alvara,2
1504,ambrocia,2
1505,lastra,3
1506,alma janeth,2
1507,tlali,3
1508,alba carolina,2
1509,otilio,1
1510,mayra cristina,2
1511,maria eugeni,2
1512,rosaisela,2
1513,dorita,2
1514,asariel,1
1515,norma karina,2
1516,anna isabel,2
1517,irlanda,2
1518,herculano,1
1519,leyto,3
1520,carlos roberto,1
1521,trolle,3
1522,cerezo,3
1523,si mi credito,0
1524,urenda,3
1525,jose domingo,1
1526,marines,3
1527,ovalles,3
1528,mojon,3
1529,florenzano,3
1530,maria dina,2
1531,enrique javier,1
1532,saldaña,3
1533,abonar a,0
1534,jessica patricia,2
1535,maturin,3
1536,en el caso,0
1537,es,0
1538,guisa,3
1539,claudia berenice,2
1540,sigue el,0
1541,escalera,3
1542,perla ivonne,2
1543,criollo,3
1544,mi credito,0
1545,pealoza,3
1546,pedro gerardo,1
1547,gloria concepcion,2
1548,elvia gloria,2
1549,elizabeth angelica,2
1550,reymundo,3
1551,albano,1
1552,saber,0
1553,bertoldo,1
1554,mario luis,1
1555,hilda isabel,2
1556,eunise,2
1557,octaviana,2
1558,leticia isabel,2
1559,alma isabel,2
1560,derramona,3
1561,de,0
1562,silvia virginia,2
1563,cesar uriel,1
1564,norma juana,2
1565,leon felipe,1
1566,daniel ricardo,1
1567,alba nely,2
1568,nop,0
1569,karla imelda,2
1570,jesus ismael,1
1571,aida elizabeth,2
1572,arambula,3
1573,ver,0
1574,me,0
1575,silvia yaneth,2
1576,perla del rosario,2
1577,valderrama,3
1578,langle,3
1579,juache,3
1580,dina maria,2
1581,ana berta,2
1582,montalvo,3
1583,rogel,3
1584,silvia nelly,2
1585,griselda maria,2
1586,rosalinda,2
1587,maria arely,2
1588,karen paulina,2
1589,francisco salvador,1
1590,baltazar,3
1591,almeyda,3
1592,a,0
1593,los,0
1594,jerez,3
1595,humo,3
1596,jaime rene,1
1597,juan mauricio,1
1598,jose alfredo,1
1599,j eduardo,1
1600,elda araceli,2
1601,martin jose,1
1602,maria marg,2
1603,ana imelda,2
1604,juan paulo,1
1605,pontaza,3
1606,maria montserrat,2
1607,un numero,0
1608,mayra magaly,2
1609,solo eso,0
1610,enoch,1
1611,tzompa,3
1612,menera,3
1613,vidales,3
1614,rea,3
1615,gabriel arturo,1
1616,mi referencia,0
1617,tolentino,1
1618,atenogenes,1
1619,coh,3
1620,pons,3
1621,carlos alexis,1
1622,ingresos,0
1623,monica karina,2
1624,dulce patricia,2
1625,martha aide,2
1626,noe martin,1
1627,valenzuela,3
1628,se necesita,0
1629,alba nidia,2
1630,y se,0
1631,ma silvia,2
1632,riojas,3
1633,blanca elvia,2
1634,tomas alejandro,1
1635,patricia aurora,2
1636,maza,3
1637,perfecto,1
1638,jose alexander,1
1639,melendes,3
1640,marianita,2
1641,aristeo,1
1642,requiero,0
1643,luis rogelio,1
1644,tierrablanca,3
1645,elvia gabriela,2
1646,zapot,3
1647,antero,3
1648,galo,3
1649,patio,3
1650,candanedo,3
1651,cecilia de los angeles,2
1652,martha oliva,2
1653,gijon,3
1654,llanos,3
1655,adriano,1
1656,vicenteno,3
1657,emma noemi,2
1658,ferman,3
1659,leonor virginia,2
1660,godines,3
1661,raul ramon,1
1662,score,0
1663,jose noe,1
1664,lorena yadira,2
1665,ulloa,3
1666,elba lorena,2
1667,tlazola,3
1668,biliulfo,1
1669,ingresar,0
1670,nancy arely,2
1671,javier jorge,1
1672,vanegas,3
1673,raul ernesto,1
1674,fatima del rocio,2
1675,roberto esteban,1
1676,tengo que,0
1677,romeo,1
1678,inez,2
1679,rocio carmen,2
1680,nestor alonso,1
1681,mi prestamo,0
1682,ma del socorro,2
1683,motte,3
1684,claudia dolores,2
1685,leydi laura,2
1686,reyna elizabeth,2
1687,martha patricia,2
1688,rosa beatriz,2
1689,valenzo,3
1690,miriam marlene,2
1691,elva maria,2
1692,saligan,3
1693,lilian del carmen,2
1694,baruch,3
1695,jorge homero,1
1696,bertha elvira,2
1697,eduardo martin,1
1698,tule,3
1699,luz del carmen,2
1700,rosa mariela,2
1701,rizo,3
1702,maria dalila,2
1703,angel arturo,1
1704,desales,3
1705,maria felicita,2
1706,j ascencion,1
1707,terraza,3
1708,luisa gabriela,2
1709,margarita magdalena,2
1710,dulce esperanza,2
1711,eva cristina,2
1712,silvia magaly,2
1713,leocadia,2
1714,norma consuelo,2
1715,olivier,3
1716,maria asunc,2
1717,edna fabiola,2
1718,lidia elvira,2
1719,amos,1
1720,javier manuel,1
1721,reyneria,2
1722,dalia mercedes,2
1723,paz angelica,2
1724,ocotlan,2
1725,homobono,1
1726,las,0
1727,lenny,2
1728,de la persona,0
1729,cabellos,3
1730,maria azucena,2
1731,erendida,2
1732,abad,2
1733,erika dolores,2
1734,perla maribel,2
1735,villaseñor,3
1736,fe,2
1737,un credito,0
1738,ma de jesus,2
1739,darinel,1
1740,balanzario,3
1741,pang,3
1742,paola lizbeth,2
1743,desiderio,1
1744,pirin,3
1745,perez,3
1746,cayeros,3
1747,senaida,2
1748,maria olga,2
1749,zacatenco,3
1750,erik jesus,1
1751,jesus heriberto,1
1752,capito,3
1753,munoz,3
1754,eliezer,1
1755,carime,2
1756,j pedro,1
1757,puc,3
1758,blanca martha,2
1759,maria teofila,2
1760,dellanira,2
1761,blanquet,3
1762,alamillo,3
1763,quintino,3
1764,personas,0
1765,ubieta,3
1766,jazmin lizeth,2
1767,maria teresita de jesus,2
1768,fructuoso,1
1769,fabiola ivonne,2
1770,laura graciela,2
1771,coyotzi,3
1772,hugo daniel,1
1773,asuncion,1
1774,suriano,3
1775,sergio guillermo,1
1776,falta,0
1777,sarahy,2
1778,ricardo daniel,1
1779,alethia,2
1780,epifania,2
1781,dunia,2
1782,roger ivan,1
1783,bertha yadira,2
1784,cucurachi,3
1785,luz elizabeth,2
1786,elizabeth leticia,2
1787,gloria imelda,2
1788,prestamo,0
1789,sagundo,3
1790,y,0
1791,ustedes,0
1792,linda patricia,2
1793,david octavio,1
1794,ali,2
1795,lorenzo rafael,1
1796,bugarin,3
1797,citlaly,2
1798,orfa,2
1799,plazo,0
1800,andres jesus,1
1801,ma emilia,2
1802,den,0
1803,silvia fabiola,2
1804,sonda,3
1805,lorena de jesus,2
1806,villadoble,3
1807,antunez,3
1808,cual es,0
1809,guadalupe antonia,2
1810,lariza,2
1811,en buro,0
1812,me deja,0
1813,carmen paola,2
1814,almaguer,3
1815,de la calleja,3
1816,alma dalia,2
1817,deisy del carmen,2
1818,diana yadira,2
1819,lucia adriana,2
1820,tuexi,3
1821,jose pedro,1
1822,felix antonio,1
1823,maria gricelda,2
1824,juana manuela,2
1825,laura luz,2
1826,que pagar algo,0
1827,es,0
1828,joel guadalupe,1
1829,claudia iliana,2
1830,nicte ha,2
1831,larrondo,3
1832,mayra carolina,2
1833,almaraz,3
1834,maria gpe,2
1835,luis vicente,1
1836,soltero,3
1837,cuenta de prestamista,0
1838,gissela,2
1839,jose aurelio,1
1840,abrir,0
1841,brunete,3
1842,ruben eduardo,1
1843,ma del rosar,2
1844,avecita,2
1845,garita,3
1846,roberto javier,1
1847,carrales,3
1848,taracena,3
1849,carlos saul,1
1850,blanca ivette,2
1851,elvia martha,2
1852,martha josefina,2
1853,griselda guadalupe,2
1854,estado de cuenta,0
1855,cañas,3
1856,gregorio jesus,1
1857,monge,3
1858,y alonzo,3
1859,usuario es,0
1860,esquer,3
1861,que,0
1862,tarjeta,0
1863,ricarda,2
1864,jesus jaime,1
1865,ricardo roberto,1
1866,vicente alejandro,1
1867,aramburo,3
1868,danila,2
1869,diega,2
1870,tzel,3
1871,castaños,3
1872,puedo,0
1873,helguera,3
1874,aldas,3
1875,juana lilia,2
1876,jacobo,3
1877,antonio ariel,1
1878,maria isolda,2
1879,cecilia carolina,2
1880,siboney,2
1881,o recibos,0
1882,dolores elizabeth,2
1883,auria,2
1884,carlos rolando,1
1885,analco,3
1886,zendy,2
1887,palmas,3
1888,cinthia vanessa,2
1889,ma loreto,2
1890,quien,0
1891,robertos,3
1892,celia,2
1893,fernando francisco,1
1894,mery,2
1895,ocaña,3
1896,karel,2
1897,requisitos piden,0
1898,gelasio,1
1899,solicitud,0
1900,fernando ivan,1
1901,silvia rosalia,2
1902,pedrote,3
1903,doreyda,2
1904,bertha lila,2
1905,citlalin,2
1906,botello,3
1907,monica margarita,2
1908,mazari,3
1909,floriano,3
1910,baxin,3
1911,rosa ysela,2
1912,nancy isabel,2
1913,rivelino,1
1914,lizzette,2
1915,gabriela alejandra,2
1916,mi credito con,0
1917,orosco,3
1918,julia esmeralda,2
1919,faride,2
1920,mandan,0
1921,alfonso javier,1
1922,ada nelly,2
1923,mirasol,2
1924,de rojas,3
1925,florentina,2
1926,simon,1
1927,olga luz,2
1928,olinka,2
1929,cuicas,3
1930,al tratar,0
1931,esbeydi,2
1932,peña,3
1933,haide,2
1934,donis,3
1935,laurencia,2
1936,macarena,3
1937,zitle,3
1938,julio ignacio,1
1939,martha,2
1940,abril,2
1941,j antonio,1
1942,edel,1
1943,pacho,3
1944,susana lizeth,2
1945,mayra selene,2
1946,jesus edmundo,1
1947,jacinta,2
1948,demha,3
1949,cuantas veces me,0
1950,patricia alejandra,2
1951,extrangero,0
1952,michicol,3
1953,nayelli,2
1954,jose leandro,1
1955,aquiles,3
1956,felipe alfonso,1
1957,jorge adan,1
1958,antulio,1
1959,paramo,3
1960,benjamin alejandro,1
1961,olague,3
1962,choca,3
1963,baja en,0
1964,audel,1
1965,maria magd,2
1966,lucy,2
1967,jaime armando,1
1968,claudia karina,2
1969,flor estela,2
1970,filobello,3
1971,elsy maria,2
1972,como,0
1973,carol,2
1974,m teresa,2
1975,elda leticia,2
1976,j andres,1
1977,maria gaudencia,2
1978,almendra,3
1979,j ines,1
1980,ma etelvina,2
1981,judith eugenia,2
1982,puedo cancelar,0
1983,leticia margarita,2
1984,georgina del rosario,2
1985,pesos,0
1986,martha patr,2
1987,longino,3
1988,martha magdalena,2
1989,ana edith,2
1990,flaviano,1
1991,ma cleotilde,2
1992,sanzon,3
1993,crisol,2
1994,solicitar un,0
1995,ibeth,2
1996,corro,3
1997,martin alfredo,1
1998,erasto,1
1999,maria eugenia guadalupe,2
2000,itzel alejandra,2
2001,marciala,2
2002,rosa matilde,2
2003,jose eusebio,1
2004,arellanos,3
2005,coranguez,3
2006,edith adriana,2
2007,silvia rosario,2
2008,angel omar,1
2009,luz elva,2
2010,dulce jesus,2
2011,en,0
2012,claudia lucero,2
2013,maria de la asuncion,2
2014,cuenta bancario,0
2015,armando silvestre,1
2016,luis eduardo,1
2017,monteon,3
2018,sosimo,1
2019,echegaray,3
2020,cesar alejandro,1
2021,ileana de jesus,2
2022,maria librada,2
2023,ganancia,0
2024,soliz,3
2025,ricardo emmanuel,1
2026,miguel angel,2
2027,lizbeth,2
2028,gordiano,3
2029,ma angeles,2
2030,penagos,3
2031,juana rocio,2
2032,carlos agustin,1
2033,vianey alejandra,2
2034,contla,3
2035,azocar,3
2036,blanca imelda,2
2037,vidal,3
2038,alcazar,3
2039,pongo,0
2040,lilia yazmin,2
2041,claudia luz,2
2042,jorge oscar,1
2043,perlita,2
2044,evelina,2
2045,salcido,3
2046,penalizacion,0
2047,millan,3
2048,ruth veronica,2
2049,salinas,3
2050,veronica lizbeth,2
2051,reginaldo,1
2052,vanesa,2
2053,arturo antonio,1
2054,eduardo de jesus,1
2055,lacarriere,3
2056,y un rato,0
2057,depositar la,0
2058,usar prestapal,0
2059,virgen del rosario,2
2060,mona,3
2061,y canul,3
2062,karla georgina,2
2063,jose antoni,1
2064,leana,3
2065,lizbeth adriana,2
2066,lesly,2
2067,juan de la cruz,1
2068,caña,3
2069,veronica gabriela,2
2070,no,0
2071,para autorizar,0
2072,manejo la de,0
2073,helio,1
2074,maria anto,2
2075,roger alfredo,1
2076,maria manuela,2
2077,duval,3
2078,magos,3
2079,edgar benjamin,1
2080,liliana del rosario,2
2081,manuel,3
2082,es que,0
2083,aneli,2
2084,hoy,3
2085,mario alfredo,1
2086,si de,0
2087,patricia alicia,2
2088,talles,3
2089,robinson,1
2090,dora elena,2
2091,ricardo alejandro,1
2092,eberardo,1
2093,bandera,3
2094,mariely,2
2095,dora emilia,2
2096,curiel,3
2097,tecuanhuey,3
2098,vicente israel,1
2099,jorge eduardo,1
2100,maria feliciana,2
2101,christian,2
2102,mayra liliana,2
2103,manuel bernardo,1
2104,erendira,2
2105,y al enviar,0
2106,motolinia,3
2107,cyntia,2
2108,sabah,3
2109,ana del rosario,2
2110,ma victoria,2
2111,valtierra,3
2112,liz,2
2113,pasquett,3
2114,reynel,1
2115,alcauter,3
2116,mario gerardo,1
2117,damazo,3
2118,alejandro javier,1
2119,ma engracia,2
2120,llenar,0
2121,elsa ruth,2
2122,tania monserrat,2
2123,alicia concepcion,2
2124,adriana lourdes,2
2125,de que,0
2126,carlos emmanuel,1
2127,alejos,3
2128,mirna luz,2
2129,solicitud,0
2130,xalteno,3
2131,valtierrez,3
2132,indalecia,2
2133,martiniana,2
2134,sendejas,3
2135,jose maurilio,1
2136,zarina,2
2137,carcaño,3
2138,ofelia,2
2139,norma noemi,2
2140,martha elvia,2
2141,doy click,0
2142,belisario,1
2143,teoba,3
2144,neptali,1
2145,concepcion alejandra,2
2146,de impuestos,0
2147,financiamiento para pago,0
2148,adelia,2
2149,lilia jazmin,2
2150,mendez,3
2151,diana artemisa,2
2152,anduaga,3
2153,cel,3
2154,brisia,2
2155,potrero,3
2156,mojica,3
2157,jorge israel,1
2158,romano,3
2159,mayra,2
2160,raigoza,3
2161,ruth isabel,2
2162,leticia magdalena,2
2163,guadalupe elvira,2
2164,ma de lourdes,2
2165,eric jose,1
2166,credito manejan queopciones,0
2167,amable,2
2168,dorcas,2
2169,muñoa,3
2170,bernon,3
2171,jose macario,1
2172,kenya,2
2173,oscar aurelio,1
2174,remedios,3
2175,enoc,1
2176,isidor,3
2177,salud,3
2178,blanca idalia,2
2179,intzin,3
2180,neri,3
2181,piñon,3
2182,puedo,0
2183,mis ingresos,0
2184,anzo,3
2185,mercado,3
2186,chiw,3
2187,esmirna,2
2188,marlen,2
2189,inocencio,3
2190,jose antero,1
2191,castrellon,3
2192,martha patrici,2
2193,mortera,3
2194,leticia angelica,2
2195,jose natividad,1
2196,hugo cesar,1
2197,diana maricela,2
2198,roldan,1
2199,casares,3
2200,solabac,3
2201,llenando informacion no,0
2202,rosa monica,2
2203,martha elizab,2
2204,temoltzi,3
2205,bojorge,3
2206,toxtle,3
2207,me,0
2208,rosa maribel,2
2209,prestamo preaprobado,0
2210,mauricio rene,1
2211,ceja,3
2212,juana del socorro,2
2213,alvear,3
2214,moises,3
2215,rosa isel,2
2216,fatima beatriz,2
2217,souza,3
2218,lozoya,3
2219,vieyra,3
2220,miguel esteban,1
2221,ruperta,2
2222,ricardo,3
2223,chapuz,3
2224,pedro hugo,1
2225,llenar,0
2226,un,0
2227,martha janeth,2
2228,flor de dalia,2
2229,blanca nieves,2
2230,mena,3
2231,jesus everardo,1
2232,condado,3
2233,judith gabriela,2
2234,no,0
2235,rebeca isabel,2
2236,me puedo darme,0
2237,pedro jaime,1
2238,no tengo,0
2239,erika cecilia,2
2240,antonio alfredo,1
2241,rosa celia,2
2242,toriz,3
2243,riveros,3
2244,me se,0
2245,brenda zulema,2
2246,fabricio,1
2247,lo otorgaron,0
2248,alely,2
2249,de,0
2250,gauna,3
2251,villa,3
2252,blanca xochitl,2
2253,manuel jesus de atocha,1
2254,alma miriam,2
2255,cynthia margarita,2
2256,amezquita,3
2257,brenda ileana,2
2258,no,0
2259,jorge horacio,1
2260,jose bartolo,1
2261,diana catalina,2
2262,andres fernando,1
2263,delfin,1
2264,beatriz del carmen,2
2265,martin vicente,1
2266,edgar ismael,1
2267,marañon,3
2268,verjel,3
2269,xochitl alejandra,2
2270,tepo,3
2271,puedo,0
2272,que,0
2273,emma laura,2
2274,confirmacion,0
2275,jose orlando,1
2276,martha irene,2
2277,jamaica,3
2278,karina yaneth,2
2279,condes,3
2280,zavalija,3
2281,erick adrian,1
2282,juana teresa,2
2283,obispo,3
2284,direccion,0
2285,blanca patricia,2
2286,micaela del carmen,2
2287,ismelda,2
2288,melquiades,1
2289,adan,1
2290,alberto enrique,1
2291,santillano,3
2292,maria del sagrario,2
2293,cetz,3
2294,calixta,2
2295,norma estrella,2
2296,anonales,3
2297,liliana araceli,2
2298,peon,3
2299,idelfonso,1
2300,daniela guadalupe,2
2301,margarita del rocio,2
2302,jorge francisco,1
2303,chaparro,3
2304,reyna carolina,2
2305,camas,3
2306,tornez,3
2307,martha rebeca,2
2308,los,0
2309,octavio augusto,1
2310,deceano,3
2311,teodomiro,1
2312,legaria,3
2313,diana denisse,2
2314,teresita jesus,2
2315,que puedo hacer,0
2316,martha belem,2
2317,arisbet,2
2318,johana guadalupe,2
2319,yemina,2
2320,rosa victoria,2
2321,sergio francisco,1
2322,alondra guadalupe,2
2323,por contestar,0
2324,carmen delia,2
2325,emiliano,3
2326,valdovines,3
2327,de credito en,0
2328,maximina,2
2329,jobita,2
2330,jesus mario,1
2331,lizeth adriana,2
2332,teresa del rosario,2
2333,cuenta,0
2334,gayosso,3
2335,silveyra,3
2336,con el,0
2337,victoria guadalupe,2
2338,candelas,3
2339,huizache,3
2340,hugo sergio,1
2341,todo correcto,0
2342,cuenta bancaria de,0
2343,ramira,2
2344,green,3
2345,siguiente,0
2346,genaro,3
2347,villasenor,3
2348,panduro,3
2349,teresita nino je,2
2350,angelita,2
2351,walter,1
2352,maria lourdes,2
2353,brenda maria,2
2354,comuniquen,0
2355,mariano,1
2356,paniagua,3
2357,somera,3
2358,uriarte,3
2359,herbert,3
2360,jorge ruben,1
2361,yadiralia,2
2362,castañeda,3
2363,maria de monserrat,2
2364,santizo,3
2365,derma,3
2366,diana monserrat,2
2367,ozuna,3
2368,maria juanita,2
2369,uriel alejandro,1
2370,con telefono,0
2371,maria gertrudis,2
2372,goroztieta,3
2373,yareli,2
2374,corcino,3
2375,ma angela,2
2376,jorge,1
2377,jesus saul,1
2378,murua,3
2379,cynthia cristina,2
2380,daniel salvador,1
2381,chipahua,3
2382,graciela elizabeth,2
2383,sergio rogelio,1
2384,wilson,1
2385,georgina alejandra,2
2386,karla karina,2
2387,quijano,3
2388,rocael,1
2389,ciprian,3
2390,demesa,3
2391,cosme damian,1
2392,no me llego,0
2393,yamile guadalupe,2
2394,alberto abraham,1
2395,arrevillaga,3
2396,roxana del carmen,2
2397,lourdes maribel,2
2398,despues,0
2399,remedios,1
2400,enrique salvador,1
2401,carlos francisco,1
2402,tlapanco,3
2403,raul,3
2404,norma miriam,2
2405,sillero,3
2406,monica de jesus,2
2407,dar informacion,0
2408,mayra lizette,2
2409,tabarez,3
2410,bañuelos,3
2411,telma,2
2412,domicilio no esta,0
2413,maria regina,2
2414,que,0
2415,adauto,1
2416,dulce margarita,2
2417,noguez,3
2418,nomina,0
2419,eduardo alberto,1
2420,juan horacio,1
2421,praxedes,2
2422,teresita del nino jesus,2
2423,anzueto,3
2424,prestamo,0
2425,martin eduardo,1
2426,impuestos,0
2427,peña,3
2428,ortela,3
2429,darme,0
2430,manuela del carmen,2
2431,rodulfo,1
2432,justo,1
2433,laura edith,2
2434,puedo pagar,0
2435,hacer llegar,0
2436,rocio esmeralda,2
2437,claudia josefina,2
2438,por un,0
2439,cuatianquiz,3
2440,covarrubio,3
2441,jose rosalio,1
2442,juana janeth,2
2443,socorro del carmen,2
2444,adriana cristina,2
2445,torquemada,3
2446,mariana de jesus,2
2447,nancy gabriela,2
2448,milagros guadalupe,2
2449,disculpe intente llamar,0
2450,itai,2
2451,reyna yolanda,2
2452,cual es,0
2453,de santillana,3
2454,ricaño,3
2455,abacu,1
2456,jesus rodrigo,1
2457,norma lizeth,2
2458,sara guadalupe,2
2459,erika daniela,2
2460,jose wenceslao,1
2461,piden para,0
2462,fabiola alejandra,2
2463,cansigno,3
2464,texocotitla,3
2465,irma noemi,2
2466,jose raymundo,1
2467,valeria,2
2468,al trabajo,0
2469,flor veronica,2
2470,pamela alejandra,2
2471,ildeliza,2
2472,gutberto,1
2473,karla edith,2
2474,creditos,0
2475,carmen magdalena,2
2476,karina jazmin,2
2477,villalobos,3
2478,alma deli,2
2479,que formato debo,0
2480,puedo elegir,0
2481,martha olivia,2
2482,ma yolanda,2
2483,briseño,3
2484,santibaez,3
2485,taurino,1
2486,jose ernesto,1
2487,veronica candelaria,2
2488,ma lorena,2
2489,ana lina,2
2490,cesar edgar,1
2491,egremi,3
2492,que pagar,0
2493,bouttier,3
2494,angel adrian,1
2495,maria nelly,2
2496,cira,2
2497,hector daniel,1
2498,raquel adriana,2
2499,samuel eduardo,1
2500,requejo,3
2501,johanna,2
2502,sirenia,2
2503,felicidad,2
2504,francisco emilio,1
2505,tania gabriela,2
2506,gabriela trinidad,2
2507,alma rosa,2
2508,regil,3
2509,jesus emilio,1
2510,nohemi leticia,2
2511,dulce yuridia,2
2512,ana josefa,2
2513,algunas,0
2514,luis f,1
2515,hacen prestamos a,0
2516,fondearon mi credito,0
2517,sagredo,3
2518,alma estela,2
2519,ma rosa,2
2520,marlen guadalupe,2
2521,urzua,3
2522,huicab,3
2523,juan m,1
2524,maria josefa,2
2525,baleon,3
2526,liquido antes,0
2527,pasaflores,3
2528,suaste,3
2529,marinela,2
2530,paula josefina,2
2531,ariana elizabeth,2
2532,karla graciela,2
2533,mireida,2
2534,cuauhtemoc,1
2535,sanpedro,3
2536,rocina,2
2537,tepec,3
2538,rojero,3
2539,raul daniel,1
2540,adriana guada,2
2541,missael,1
2542,ana guillermina,2
2543,yuri,2
2544,maria rosalinda,2
2545,nelly elizabeth,2
2546,santos,3
2547,joram,1
2548,nancy karina,2
2549,a traves,0
2550,scott,3
2551,prestamos,0
2552,alex,1
2553,como es el,0
2554,corona,3
2555,nolazco,3
2556,veronica beatriz,2
2557,raul eduardo,1
2558,aminta,2
2559,juana marcela,2
2560,oscar cesar,1
2561,identidad,0
2562,fentanes,3
2563,maria palmira,2
2564,caridad,2
2565,ultiminio,1
2566,penilla,3
2567,alma aida,2
2568,michael,1
2569,donde se,0
2570,daniel gerardo,1
2571,con todos,0
2572,yajaira,2
2573,deicy,2
2574,yanet del rosario,2
2575,norma isela,2
2576,pren,3
2577,de la o,3
2578,susana fabiola,2
